JJ_CTRL_1	BM_CTRL_2	BM_CTRL_3	BM_AMIL_1	BM_AMIL_2	BM_AMIL_3	BM_CTRL_1	JJ_CTRL_2	JJ_CTRL_3	JJ_AMIL_1	JJ_AMIL_2	JJ_AMIL_3	BM_TG_1	BM_TG_2	BM_TG_3	JJ_TG_1	JJ_TG_2	JJ_TG_3
ENSG00000100241	2725	3294	3787	2245	2201	1188	3601	5152	3458	4162	5415	7199	4856	3607	4208	5670	7878	6287
ENSG00000100242	7816	9401	11807	14337	15009	9951	9208	11485	9149	11921	15792	19877	6786	5338	6361	9790	13863	10656
ENSG00000100243	1911	2096	2153	1788	1803	924	2528	3684	2056	2140	2923	4121	2558	1924	2319	2903	3932	3102
ENSG00000100246	301	324	418	249	277	179	160	219	164	161	283	275	578	534	639	258	407	304
ENSG00000100249	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	3	1
ENSG00000100253	2	3	0	1	0	1	4	1	4	1	7	7	0	0	1	4	11	6
ENSG00000100258	893	900	1002	527	530	251	661	859	596	562	789	1232	1413	800	1030	874	1227	977
ENSG00000100263	840	977	958	623	739	389	697	891	668	637	850	1424	1131	784	930	813	1058	941
ENSG00000100266	1842	2380	2889	2816	3667	2422	1387	2052	1167	980	1469	1598	2370	1915	2297	1428	2120	1635
ENSG00000100271	34	46	95	16	17	6	74	92	68	40	46	45	123	131	150	170	240	194
ENSG00000100276	3	4	5	1	2	0	5	3	5	2	5	3	20	3	10	5	10	5
ENSG00000100280	2812	3365	4021	2130	2356	1639	7032	9263	5471	7211	9357	11733	3732	3195	3766	8345	11274	8177
ENSG00000100281	2368	3134	4222	3180	3985	2860	2025	2692	2013	1854	2940	2612	3271	2974	3620	2124	3403	2518
ENSG00000100284	341	442	482	259	322	248	877	1196	797	467	835	851	478	437	518	904	1355	985
ENSG00000100285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100288	71	97	128	117	122	91	73	95	57	50	118	126	85	70	67	80	128	79
ENSG00000100290	54	80	102	104	132	77	67	85	58	52	106	77	68	56	81	47	53	48
ENSG00000100292	1120	1467	1495	750	896	547	950	1044	814	690	995	1188	857	886	962	1258	1557	1114
ENSG00000100294	638	870	1041	1005	1098	764	617	742	523	504	872	908	705	599	784	568	846	659
ENSG00000100296	748	1225	1384	500	965	459	943	964	783	915	1015	1285	1622	1629	1965	1805	2736	1947
ENSG00000100297	9318	11199	12743	8124	9519	5572	12537	12963	9105	9385	12799	14185	14298	11525	14425	14056	18563	14121
ENSG00000100298	43	61	83	27	31	7	4	7	8	7	14	10	24	20	38	9	22	12
ENSG00000100299	994	1223	1184	875	846	414	389	570	388	318	482	792	1175	711	918	645	875	745
ENSG00000100300	1821	2073	2021	862	890	456	1147	1609	1212	863	1164	1575	1177	833	965	784	1004	823
ENSG00000100302	32	40	58	10	3	8	4	7	6	7	4	5	18	12	17	2	3	1
ENSG00000100304	5545	6330	6560	3672	3813	1953	4490	5324	3882	3220	4498	5737	4867	3475	4483	3924	5675	4703
ENSG00000100307	1667	1980	2591	911	612	410	355	535	410	255	450	589	2151	1596	2246	348	618	472
ENSG00000100311	153	183	218	72	63	56	22	44	43	9	17	36	51	20	50	2	4	3
ENSG00000100312	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100314	1	2	2	2	0	1	1	0	1	0	0	1	0	1	0	0	0	0
ENSG00000100316	40032	55657	67712	39445	50508	36466	37348	43608	27219	23511	40571	42614	95389	104451	118781	69046	105146	82856
ENSG00000100319	533	823	691	772	932	670	601	795	477	476	1192	927	1083	1048	1168	1126	1550	1114
ENSG00000100320	34	74	83	43	34	20	1036	1454	925	764	1242	1484	35	28	63	1024	1506	1066
ENSG00000100321	1265	1768	2012	786	597	390	594	671	528	456	617	721	1896	1525	1888	483	559	473
ENSG00000100324	1645	2092	2262	1709	1846	1267	1631	2300	1384	1417	2374	2636	2341	2101	2524	1666	2439	1822
ENSG00000100325	1986	2071	2613	2000	2592	1437	2337	2487	1563	1792	3205	4087	2784	2381	2789	3136	4532	3388
ENSG00000100330	1217	1809	2428	3278	4117	3308	1648	2247	1468	1701	2712	3279	2033	2112	2447	1898	3207	2301
ENSG00000100335	6570	8882	10825	10098	12305	9625	5047	6297	4133	4928	7702	8425	6017	5151	6876	3863	5816	4367
ENSG00000100336	1	0	0	4	6	3	20	25	19	21	26	80	0	2	1	14	24	17
ENSG00000100341	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000100342	126	125	208	79	47	24	2552	3224	2485	2747	3511	3882	76	38	59	2273	3337	2615
ENSG00000100344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000100345	22368	24380	30762	24720	27189	18840	24263	29842	19497	19759	28077	39114	20255	14324	18705	23583	33205	24129
ENSG00000100346	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000100347	1085	1842	2099	1571	3677	1946	578	715	445	956	1166	934	2457	1958	2753	1302	1941	1433
ENSG00000100348	4564	6751	8035	4154	5132	3499	4475	5479	3526	3717	5799	5853	4906	4189	5446	3697	5248	3847
ENSG00000100350	2803	3702	4402	689	495	309	2191	2716	1657	978	1617	1438	2078	1583	2223	2475	3553	2752
ENSG00000100351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100353	10193	16178	21023	15669	22344	13313	14786	18376	12073	14712	24748	25100	12817	12547	14939	14014	20973	16138
ENSG00000100354	1585	1763	2288	2842	3639	3270	737	1049	649	670	974	1082	1501	1258	1708	670	1078	662
ENSG00000100359	1243	1475	1558	659	583	341	906	1196	921	505	786	1083	2442	2121	2431	1377	2072	1703
ENSG00000100360	380	522	643	505	537	337	62	95	64	110	150	176	1028	853	1069	150	245	165
ENSG00000100362	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	2
ENSG00000100364	4482	5714	6882	3416	3523	2481	3332	4349	3046	2613	3737	3880	2875	1927	2874	2150	3039	2386
ENSG00000100365	386	496	532	206	177	110	17	12	9	13	23	23	581	394	548	20	30	35
ENSG00000100368	5334	6203	8702	3003	2837	1796	425	557	411	390	557	589	2361	1534	2407	211	356	311
ENSG00000100372	1363	1923	2391	1037	1164	882	1291	1627	1120	1178	2257	1977	1858	1399	1970	1402	2231	1669
ENSG00000100373	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000100376	764	1098	1337	1364	1516	1001	688	875	561	508	811	860	999	856	1084	665	1008	751
ENSG00000100379	1279	1265	1545	337	282	152	213	258	182	111	238	214	996	689	1037	319	384	340
ENSG00000100380	4448	6087	7507	7133	8066	5320	2799	3615	2328	2365	3860	4377	9947	8347	10600	5369	9017	6354
ENSG00000100385	1977	2814	3299	448	398	292	5	11	12	18	28	19	1436	922	1393	8	10	7
ENSG00000100387	1151	501	613	604	2252	358	361	1004	619	649	1980	618	2087	1848	2210	1687	2658	1883
ENSG00000100393	5199	5936	7707	8129	11377	9196	2837	3890	2442	2698	4110	5231	5812	4679	5848	2939	4674	2948
ENSG00000100395	2716	3262	3934	1042	981	749	2770	2943	1946	1194	1991	1993	1697	1188	1884	1786	2400	1839
ENSG00000100399	15	13	14	1	1	1	4	4	0	1	3	4	3	5	4	1	3	3
ENSG00000100401	5085	6369	8476	4358	5602	3366	7989	9493	6279	5655	9675	8608	6171	5033	6187	9221	13506	10173
ENSG00000100403	4109	4632	5533	3638	3697	2285	5767	7785	4573	4998	7513	9815	6074	4693	5820	6149	9431	6768
ENSG00000100410	2021	2585	3190	3334	4126	2681	2213	2576	1860	2832	4130	3472	2427	1937	2585	2156	3328	2403
ENSG00000100412	4840	5668	6761	3438	4175	2550	5415	5845	4063	4164	6775	6077	4440	3180	5139	5335	7272	5460
ENSG00000100413	2754	3337	3988	980	718	601	3678	4242	2360	2431	3533	5369	2247	1731	2445	3397	5144	3639
ENSG00000100416	1324	2131	2566	2721	3109	2293	1081	1361	1003	1330	1992	2549	2309	1725	2184	1374	2306	1548
ENSG00000100417	723	770	896	634	669	382	344	423	338	232	329	374	1009	807	1115	457	751	587
ENSG00000100418	5480	7992	9444	3942	3665	2322	4536	5986	3857	4023	7074	6930	5875	4510	6387	3560	5873	4115
ENSG00000100422	2346	2759	3388	2565	3083	2186	2797	3566	2077	2522	3714	5022	2026	1495	2155	2077	3087	2253
ENSG00000100425	1357	1614	2008	3503	4027	2502	924	1247	934	1086	1669	2081	1231	793	998	852	1316	950
ENSG00000100426	4123	5330	6467	5235	6176	4079	2420	3297	2365	2393	3594	4019	3183	2474	3252	1704	2776	2003
ENSG00000100427	2827	3492	4214	303	238	146	439	487	423	310	352	385	2115	1524	2124	361	496	412
ENSG00000100429	149	171	238	312	239	149	126	168	113	126	169	264	146	81	122	121	173	141
ENSG00000100433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100439	603	809	1035	611	704	544	1174	1568	954	1378	2082	2350	1133	1225	1273	1252	1893	1233
ENSG00000100441	3957	4842	6178	7206	7741	5441	1862	2703	1820	2598	3967	5215	5424	4970	5856	2074	3484	2324
ENSG00000100442	1733	2801	3223	1989	2771	1549	1090	1516	1034	767	1773	1807	2922	2141	3132	1594	2648	1832
ENSG00000100445	1359	1744	2017	2280	2494	1570	964	1182	885	859	1310	1695	1803	1550	1645	869	1377	1067
ENSG00000100448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100453	0	0	0	0	0	0	0	2	2	7	10	6	0	0	0	0	3	2
ENSG00000100461	3169	4341	4716	2728	2498	2133	2762	3538	2203	2313	3715	4382	4075	3364	4341	2780	4158	3119
ENSG00000100462	4323	6887	7325	3262	3875	2870	4602	4971	3549	4301	6468	6498	4882	4303	6125	5208	8036	5737
ENSG00000100473	5	8	8	2	2	2	2181	2329	1818	643	1225	774	9	4	8	1170	1794	1461
ENSG00000100478	185	220	306	442	483	352	83	114	61	142	260	279	449	346	455	190	337	251
ENSG00000100479	366	571	655	363	401	280	296	285	144	138	371	205	1930	1542	2150	657	1205	843
ENSG00000100483	251	345	511	651	771	614	265	334	196	322	467	545	364	321	377	231	472	350
ENSG00000100485	1150	1752	2115	4060	4563	3460	834	1325	924	914	1514	1691	1922	1751	2099	1053	1983	1187
ENSG00000100490	31	29	41	14	10	7	92	135	86	96	187	212	45	42	46	96	211	142
ENSG00000100503	2080	2867	3500	2564	2454	1893	1053	1548	901	713	1319	1459	3368	2705	3683	1157	1841	1361
ENSG00000100504	3710	5933	7146	4125	4126	2395	198	288	223	122	204	137	6280	5411	6979	280	458	332
ENSG00000100505	368	491	656	331	322	211	5	8	7	8	7	9	224	150	249	18	20	18
ENSG00000100519	660	1028	1621	1540	1466	1147	475	885	450	473	815	863	3979	3312	4173	2115	3602	2374
ENSG00000100522	2466	3736	4719	2787	2921	1873	1920	2729	1797	1514	2912	3183	3188	2678	3507	1830	3270	2277
ENSG00000100523	578	935	1087	977	1213	863	613	865	539	609	1013	1230	637	461	660	452	804	521
ENSG00000100526	931	1291	1543	1903	2599	1844	821	1159	714	594	1064	1035	1249	937	1183	969	1763	981
ENSG00000100528	1723	3297	4047	1918	2221	1267	1144	1611	1304	769	1507	1600	3143	2730	3143	1401	2442	1801
ENSG00000100532	200	324	459	590	875	697	172	212	108	184	320	368	365	363	402	210	311	235
ENSG00000100554	755	1157	1569	1235	1667	1483	563	938	588	656	1184	1009	1453	1439	1577	797	1239	921
ENSG00000100557	0	0	0	0	0	0	37	34	39	106	168	79	0	0	0	24	22	29
ENSG00000100558	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	4	1	0
ENSG00000100564	1051	1510	1924	1324	1363	803	116	163	94	91	196	132	1910	1686	1980	198	298	223
ENSG00000100565	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000100567	1017	4633	5493	1725	1436	933	2141	1628	936	1693	4365	2870	4084	2883	4035	3074	5329	3425
ENSG00000100568	4321	6114	7258	5759	5920	4468	1720	2301	1433	1438	2566	2714	6211	5443	6753	1792	3243	2094
ENSG00000100575	701	1288	1262	1583	2269	1594	530	682	472	630	817	918	1094	1023	1385	679	1219	907
ENSG00000100577	362	566	800	148	177	99	180	210	152	83	160	89	1028	1139	1457	357	507	390
ENSG00000100578	840	1322	1552	1351	1482	1130	980	1207	772	701	1209	1363	1466	1272	1766	1120	2144	1394
ENSG00000100580	4950	6671	8350	4443	4919	3362	1930	2807	1903	1449	2554	2051	5171	4478	6183	1469	2533	1875
ENSG00000100583	13	19	28	14	11	6	3	6	3	8	7	5	11	4	10	4	7	6
ENSG00000100591	15638	19820	22590	10524	15799	11068	4544	5879	3933	4140	7782	8975	13254	10120	13877	4023	6520	4534
ENSG00000100592	640	898	1074	665	767	517	878	1129	774	834	1314	1484	907	902	1169	767	1389	888
ENSG00000100593	80	118	129	30	28	20	6	7	4	4	2	4	51	53	79	0	2	1
ENSG00000100596	1569	2085	2745	299	283	178	1000	1295	827	708	1206	1484	3389	2617	3361	996	1790	1189
ENSG00000100599	566	707	879	719	749	481	459	600	354	446	603	751	494	369	514	334	375	271
ENSG00000100600	2	3	6	6	1	2	2261	2857	4107	867	1756	1875	3	0	1	3355	5181	5003
ENSG00000100601	830	1128	1394	2240	3363	2542	512	663	480	596	967	1101	1095	1118	1327	556	931	679
ENSG00000100603	4526	6996	8076	12235	16574	12019	2469	3216	1921	2674	4987	4065	6874	6375	7912	2771	4606	3319
ENSG00000100604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100605	6714	7368	9061	2653	2419	1392	853	1055	769	896	1321	1613	6535	4951	6741	870	1263	1101
ENSG00000100612	2645	4523	5037	6314	7355	4866	990	1374	775	1131	1823	1803	4837	4289	4875	1118	1746	1272
ENSG00000100614	1937	2817	3548	4130	5190	3836	1737	2597	1956	1643	2844	3375	2261	1696	2271	1388	2883	1956
ENSG00000100625	146	202	287	440	682	585	363	502	364	416	596	678	124	88	162	212	359	249
ENSG00000100626	4	4	10	0	1	0	4	4	1	0	4	2	2	4	2	2	5	4
ENSG00000100628	1	1	1	2	6	8	426	659	493	1571	2364	2831	1	1	4	325	604	472
ENSG00000100629	6659	9518	12010	7525	9813	6885	597	834	499	480	732	749	6647	5778	8265	648	1182	846
ENSG00000100632	10922	15910	15980	14091	19146	11193	2871	4656	2934	3373	5605	6145	12246	9661	13147	4222	6876	4510
ENSG00000100644	1108	1701	1985	4002	5814	3892	2415	3029	2172	2886	4569	5648	1520	1161	1537	2632	4341	3102
ENSG00000100647	1462	1899	2404	1637	1814	1493	925	1266	899	759	1202	1425	1346	955	1357	629	1058	747
ENSG00000100650	9330	14946	18303	12654	12310	8037	6873	8228	5791	7838	12463	12548	14885	11647	15333	7327	12095	9143
ENSG00000100652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100664	14600	20100	26170	41007	50919	37147	10652	13616	7483	9455	15984	18076	18004	15610	20122	10318	19463	13388
ENSG00000100665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100697	4563	5988	7840	6250	6492	4425	1985	2680	1688	1233	2301	2419	4460	2951	4200	1565	2890	1924
ENSG00000100711	371	489	617	398	348	197	274	396	261	216	399	468	442	320	423	190	335	239
ENSG00000100714	7143	9922	12915	5271	5208	3742	6320	6435	3876	4159	7727	7394	10531	8506	12923	6764	10695	7379
ENSG00000100721	4	1	2	0	2	0	719	707	544	376	476	295	0	1	1	239	281	256
ENSG00000100722	3706	5691	6732	7899	11731	7290	1309	1621	1185	1377	2336	2310	6648	5349	6975	2173	3411	2406
ENSG00000100726	1148	1182	1110	309	249	99	516	812	593	242	462	563	1756	912	1221	710	1055	829
ENSG00000100731	2248	3043	3913	5374	6803	5114	1451	2162	1391	1667	2830	3228	3240	2864	3333	1613	2771	1916
ENSG00000100739	2	4	2	15	13	7	1	0	0	0	0	0	4	7	2	0	0	0
ENSG00000100744	1244	1984	2491	2803	3537	2358	542	816	532	537	986	1010	1393	1247	1475	445	733	580
ENSG00000100749	2991	5570	6313	4309	6423	4126	1000	1405	1238	2169	3514	3317	4703	3597	4945	1625	2779	1978
ENSG00000100764	341	426	474	510	678	411	159	175	152	134	273	277	8581	6820	9599	3686	5796	3658
ENSG00000100767	32	43	63	3	4	1	48	70	56	24	49	55	90	118	111	125	201	156
ENSG00000100784	834	1073	1479	914	1211	711	259	312	215	155	273	252	762	548	817	167	300	169
ENSG00000100796	6890	9155	11581	19253	23790	17198	2488	3382	2069	2783	5014	5425	8186	7061	8873	2483	4545	3127
ENSG00000100802	492	509	634	932	1237	889	425	490	349	513	772	768	636	535	684	452	737	509
ENSG00000100804	4702	6276	7520	4729	5605	4010	2179	2435	1463	2064	3120	3178	4561	3540	4891	1721	2544	1796
ENSG00000100811	11361	15007	18504	31402	36172	27580	4589	6228	4116	5669	9247	11279	12073	9111	12134	4833	8344	5849
ENSG00000100813	8346	10102	12438	10592	12516	9151	6638	8398	5241	6940	10694	10953	9381	7672	10694	7040	11314	8005
ENSG00000100814	638	1141	1532	591	833	556	758	955	926	609	999	845	1282	1736	1931	1011	1646	1324
ENSG00000100815	1316	1791	2296	3261	4188	3180	775	1183	739	766	1302	1639	1571	1178	1475	681	1249	878
ENSG00000100823	8339	11819	13583	10601	11610	8029	6970	8095	5251	6118	9665	10193	8465	7740	10426	6892	10312	7302
ENSG00000100836	3359	4313	5123	3020	2790	1889	2791	3276	2191	2696	3977	5050	4104	2753	4232	2471	3944	2681
ENSG00000100842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000100852	981	1438	1786	1919	2287	1702	1557	2166	1345	1388	2451	2926	1275	1042	1306	1138	2185	1462
ENSG00000100865	1788	2456	2926	2824	3170	2212	1336	1294	809	1279	2008	2341	2453	2194	2538	1103	1638	1122
ENSG00000100867	36	32	49	13	18	10	4	5	5	8	4	11	27	20	28	10	26	12
ENSG00000100883	1397	2213	2554	2275	3063	2003	1849	2399	1627	1726	3097	3048	2087	1712	2292	2077	3521	2479
ENSG00000100884	41	42	44	20	26	12	0	1	0	0	1	0	11	7	17	0	0	0
ENSG00000100888	3807	5703	6818	5479	8543	6112	2659	3913	2374	2527	4173	4485	5224	4804	6107	3346	5736	3694
ENSG00000100889	4047	6669	8132	3567	3291	2043	1590	2224	1137	783	1458	1472	4849	5730	6644	1801	3102	1700
ENSG00000100890	52	64	76	47	73	65	43	42	24	19	53	42	44	38	65	34	61	34
ENSG00000100897	2577	4093	5420	2523	2992	2275	1913	2353	1637	1501	2261	2292	3747	3402	4317	2120	3225	2218
ENSG00000100902	731	1073	1049	943	1156	857	550	678	440	746	857	871	1280	1033	1462	980	1489	1041
ENSG00000100906	4719	6244	6134	3960	5144	3141	3116	3251	1846	2542	4000	3906	5110	4498	4706	4198	5672	4194
ENSG00000100908	265	334	391	300	496	316	203	314	222	129	181	228	371	342	343	275	413	314
ENSG00000100911	1935	3834	5148	3415	4832	2961	1914	2714	1075	2939	3314	4710	5237	3684	5218	5006	8334	5439
ENSG00000100916	164	240	325	146	142	72	272	359	226	187	427	471	338	290	310	315	546	372
ENSG00000100918	12	22	23	50	49	29	21	32	16	27	32	69	57	49	44	31	59	46
ENSG00000100926	146	191	237	171	145	94	76	93	82	96	134	160	226	180	205	130	146	115
ENSG00000100934	2479	4669	4979	4239	5814	3600	979	1481	899	917	1527	1629	3564	2850	3758	1166	2003	1345
ENSG00000100938	1667	2530	3115	2091	2222	1397	1286	1450	985	1209	1783	1982	2874	2660	3391	1430	2276	1739
ENSG00000100941	3592	5844	7517	9201	11600	8174	5900	7956	5217	5222	9481	7543	5380	4089	4987	5053	9420	6473
ENSG00000100949	312	457	502	188	164	108	381	460	340	238	414	480	836	729	925	679	987	693
ENSG00000100968	620	945	1270	878	837	526	25	45	43	26	47	51	696	404	690	7	13	12
ENSG00000100979	91	128	191	40	56	31	69	114	60	38	82	92	186	187	223	87	147	108
ENSG00000100982	1008	1258	1753	2170	2567	1891	1517	1802	1254	1844	2420	2744	2111	2193	2416	2286	3174	2389
ENSG00000100983	723	1215	1486	166	194	126	2413	3011	1716	1123	2223	1909	1133	987	1269	2731	3890	2635
ENSG00000100985	2	5	9	7	0	1	1640	2123	1581	1474	1989	3032	4	5	1	1038	1414	935
ENSG00000100987	14	9	22	13	12	5	19	17	10	20	32	20	22	8	13	17	39	19
ENSG00000100991	1701	2476	2941	1417	1663	1093	2083	2718	1734	1503	2310	3069	1629	1234	1696	2376	3713	2729
ENSG00000100994	1995	2532	3255	1644	1762	1106	4002	4482	3597	2978	4744	5345	1900	1173	1723	3582	5041	4068
ENSG00000100997	1090	1348	1517	492	408	286	1789	2116	1760	1137	1788	2038	1527	1122	1476	2267	3296	2838
ENSG00000101000	4	1	4	0	0	1	4	5	2	5	2	2	2	3	4	2	2	2
ENSG00000101003	4049	5711	7190	2273	2581	1659	2957	3892	2653	2208	4178	3580	4784	3754	5360	3054	5025	3888
ENSG00000101004	17	43	42	17	21	8	3	8	6	7	12	13	42	31	45	6	12	11
ENSG00000101017	204	264	327	267	270	169	0	2	0	0	2	0	414	348	428	1	1	2
ENSG00000101019	2364	3656	4846	6722	7385	5157	1349	1707	1135	1808	2654	3194	3849	3679	4686	1879	2780	2105
ENSG00000101040	2644	3127	4441	2039	1774	1600	1591	2280	1514	871	1370	1303	991	653	1162	897	1571	1212
ENSG00000101049	1	8	11	12	22	5	1	3	1	8	4	10	27	24	12	2	13	6
ENSG00000101052	457	891	1058	1193	1719	605	301	468	319	398	709	770	2109	1883	2143	997	1618	1119
ENSG00000101057	32332	38728	44370	13823	17344	9364	15414	14703	11400	9284	14689	11774	21616	15497	22476	10567	14335	11011
ENSG00000101074	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000101076	3	1	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000101079	2678	4190	4729	2048	2324	1685	2079	2370	1589	1296	2052	2046	6727	6076	7734	2542	4086	2846
ENSG00000101082	2646	3573	4332	337	180	148	2	0	2	2	5	2	1233	660	1245	2	0	5
ENSG00000101084	814	823	1021	1130	1470	1263	541	695	436	941	1071	1108	959	687	852	757	1255	929
ENSG00000101096	1479	1603	2243	3000	3604	2742	2092	2832	1829	1532	2454	2485	1454	1236	1595	2013	3082	2239
ENSG00000101098	2	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2
ENSG00000101104	617	1018	1579	935	1153	497	391	671	339	184	325	466	1713	1113	1473	464	1193	741
ENSG00000101109	15206	20118	26041	25111	26824	19559	5572	7541	5103	4750	7583	7929	13647	12057	15714	4982	8184	5864
ENSG00000101115	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101126	9263	12337	15980	16468	18453	14390	6495	8720	5429	5314	9328	10494	7755	6528	8321	4398	8048	5581
ENSG00000101132	716	781	1579	1962	3038	2061	767	1074	1226	1081	1901	2201	1051	838	1046	1146	2182	1364
ENSG00000101134	0	0	0	0	0	0	6	5	10	2	3	1	0	0	0	3	7	8
ENSG00000101138	1976	2897	3531	3457	4229	3257	2467	2935	2007	1957	3128	3245	2394	2007	2533	1968	3081	2323
ENSG00000101144	1	1	0	1	0	0	1575	1790	1416	1351	1902	1661	0	1	0	1024	1448	1189
ENSG00000101146	2014	2821	3438	4921	6821	4069	1307	1728	1196	1875	2871	2574	3792	3646	4413	2398	3924	2738
ENSG00000101150	6906	9442	11211	8523	9282	6384	4960	6052	4263	4650	7505	8799	7419	5987	7648	4857	7412	5439
ENSG00000101152	3193	3810	4674	2434	2151	1430	4121	5031	3309	3838	5826	7225	3445	2797	3472	3997	5531	4268
ENSG00000101158	4464	6017	6533	4229	4494	2830	4640	4803	4074	3145	5504	5643	6535	5250	6944	5756	9371	6601
ENSG00000101160	7688	7961	11020	8990	9146	7210	318	395	216	835	1358	1644	6067	4627	6071	238	459	264
ENSG00000101161	4967	6668	8794	5549	6344	4265	5124	6905	3970	5036	6633	9383	6129	4592	6580	6330	9201	6923
ENSG00000101162	1	1	4	6	5	5	0	0	0	0	0	0	1	0	3	0	0	0
ENSG00000101166	4054	7020	7781	7783	9191	6486	3239	4214	2548	2936	4581	5116	4968	4256	5388	2960	5233	3756
ENSG00000101180	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000101181	1450	1897	2096	3121	4325	2459	1719	2156	1256	1975	3053	3625	1898	1765	2108	1853	2568	1997
ENSG00000101182	6783	7080	11937	5276	8906	3760	11014	10975	4496	8318	9737	13872	7363	5495	7258	8477	12684	8203
ENSG00000101187	1	0	0	4	0	0	1320	1833	1320	1262	1817	2286	0	1	2	1111	1670	1353
ENSG00000101188	0	0	1	1	0	0	0	0	0	2	0	1	0	1	0	1	0	0
ENSG00000101189	1244	1747	1968	1438	1611	1006	1599	1982	1404	1156	1709	1551	1212	1107	1270	1326	2026	1478
ENSG00000101190	803	1109	1481	1032	946	713	553	738	538	308	456	425	790	572	762	445	787	525
ENSG00000101191	4152	4766	5791	4947	5855	4168	3146	4138	2566	2802	4509	5661	4644	3601	4540	3157	5209	3662
ENSG00000101193	2582	3110	3921	4663	6095	4014	1929	2602	1555	2093	3109	3032	2873	2723	3343	1580	2477	1832
ENSG00000101194	1988	2817	3242	1154	1120	532	1215	1648	1129	735	1055	1171	1695	1008	1528	855	1416	1180
ENSG00000101197	6	5	3	3	1	1	0	1	0	0	1	1	1	0	0	0	0	0
ENSG00000101198	3	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000101199	1558	1979	2339	1681	1639	878	1686	2167	1507	1769	2720	3559	2321	1727	2048	1935	3044	2315
ENSG00000101200	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101203	3	0	6	3	3	2	0	0	0	0	0	1	2	0	1	0	0	0
ENSG00000101204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101210	0	0	0	0	0	0	16	15	18	6	5	3	2	0	0	5	6	21
ENSG00000101213	49	74	93	8	20	6	2	4	2	0	4	0	48	40	46	0	3	6
ENSG00000101216	1536	1736	1964	1620	2133	1343	1031	1506	1123	930	1379	1583	1995	1651	1921	1070	1635	1338
ENSG00000101220	3921	4474	4322	1454	1256	774	2237	2775	1960	1365	2129	2599	3146	2348	2979	2023	2894	2108
ENSG00000101222	4	8	4	0	0	0	3	1	2	0	0	1	3	3	7	0	2	0
ENSG00000101224	4496	6648	6834	1610	1634	1219	3759	4738	2993	2177	3697	4720	5616	4088	5191	3918	5984	4269
ENSG00000101230	0	0	0	0	0	0	5	4	7	9	13	8	0	0	0	2	2	2
ENSG00000101236	402	501	667	431	403	336	946	1255	849	637	1065	1194	502	433	523	584	963	711
ENSG00000101246	897	1224	1455	71	81	41	610	948	535	365	757	786	1385	1008	1182	1015	1576	1172
ENSG00000101247	157	182	235	325	643	392	241	296	180	220	371	367	394	312	358	369	581	361
ENSG00000101251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000101255	3074	4230	4814	13756	17549	10280	2276	2881	2004	1850	2952	3567	3196	3821	3535	1699	2687	1950
ENSG00000101265	4595	5917	8143	6166	6980	4925	2909	3654	2654	3110	5066	5337	3123	1992	3338	2230	3713	2583
ENSG00000101266	5948	8221	9789	5888	5670	4077	5661	7100	4686	3585	6146	6663	10092	8262	11015	6979	11357	8005
